country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",27-03-2025 13:00,17.5316895,78.218939,PM10,84,154,117
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",27-03-2025 13:00,17.5316895,78.218939,SO2,1,68,12
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",27-03-2025 13:00,17.5316895,78.218939,OZONE,9,41,23
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",27-03-2025 13:00,17.540891,78.358528,NH3,2,7,4
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",27-03-2025 13:00,17.470431,78.566959,NH3,5,9,7
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",27-03-2025 13:00,17.5184,78.278777,PM2.5,60,138,92
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",27-03-2025 13:00,17.393559,78.339194,NH3,3,3,3
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",27-03-2025 13:00,17.393559,78.339194,CO,34,40,35
India,Telanga45,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",27-03-2025 13:00,17.544899,78.486949,NH3,45,45,45
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",27-03-2025 13:00,28.359581,79.414455,NO2,2,12,3
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",27-03-2025 13:00,28.359581,79.414455,SO2,82,104,86
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB",27-03-2025 13:00,28.38910936,79.42963708,PM2.5,51,129,87
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",27-03-2025 13:00,28.406963,77.849831,SO2,11,76,32
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27-03-2025 13:00,27.168897,78.37696,PM10,47,157,104
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27-03-2025 13:00,27.168897,78.37696,CO,16,42,30
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",27-03-2025 13:00,27.1594,78.3953,PM2.5,40,254,119
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",27-03-2025 13:00,26.730136,83.433859,SO2,42,43,42
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",27-03-2025 13:00,28.557054,77.453663,NH3,6,15,12
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",27-03-2025 13:00,28.557054,77.453663,CO,1,103,49
India,Uttar_Pradesh,Hapur,"A45nd Vihar, Hapur - UPPCB",27-03-2025 13:00,28.725645,77.749675,PM2.5,45,45,45
India,Uttar_Pradesh,Hapur,"A45nd Vihar, Hapur - UPPCB",27-03-2025 13:00,28.725645,77.749675,NO2,45,45,45
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",27-03-2025 13:00,28.685382,77.453839,PM10,119,440,277
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",27-03-2025 13:00,28.685382,77.453839,OZONE,6,83,29
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",27-03-2025 13:00,28.6603346,77.3572563,CO,2,121,77
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",27-03-2025 13:00,26.730136,83.433859,NO2,11,12,11
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27-03-2025 13:00,27.19412,77.96237,NO2,18,31,19
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",27-03-2025 13:00,27.19862,77.92066,PM10,55,191,115
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",27-03-2025 13:00,28.964949,77.278761,OZONE,2,93,37
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27-03-2025 13:00,27.19865833,78.00598056,SO2,6,26,14
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB",27-03-2025 13:00,27.19865833,78.00598056,CO,26,130,54
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27-03-2025 13:00,27.19412,77.96237,PM2.5,24,248,101
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",27-03-2025 13:00,27.19412,77.96237,PM10,33,162,101
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",27-03-2025 13:00,28.646233,77.358075,NO2,16,376,161
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",27-03-2025 13:00,28.757294,77.278792,NH3,5,18,12
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",27-03-2025 13:00,28.757294,77.278792,SO2,3,68,32
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",27-03-2025 13:00,28.757294,77.278792,CO,22,124,82
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",27-03-2025 13:00,17.349694,78.451437,NO2,64,140,103
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",27-03-2025 13:00,27.23711,78.01936,CO,6,48,20
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",27-03-2025 13:00,26.509954,80.249612,NH3,2,2,2
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",27-03-2025 13:00,28.2348927,77.8683002,CO,33,73,61
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",27-03-2025 13:00,26.428282,80.327067,PM10,66,314,161
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",27-03-2025 13:00,25.32393,82.99687,CO,16,102,27
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27-03-2025 13:00,27.571409,77.655757,PM2.5,11,60,29
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27-03-2025 13:00,27.571409,77.655757,NH3,1,2,2
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27-03-2025 13:00,27.571409,77.655757,CO,27,66,50
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",27-03-2025 13:00,30.269444,78.044167,PM2.5,48,89,74
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",27-03-2025 13:00,30.269444,78.044167,SO2,1,4,2
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",27-03-2025 13:00,30.269444,78.044167,CO,72,88,65
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",27-03-2025 13:00,29.2124114,78.9611753,NO2,18,42,29
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",27-03-2025 13:00,30.075911,78.2859547,OZONE,15,120,32
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",27-03-2025 13:00,23.685297,86.945968,NO2,22,117,56
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",27-03-2025 13:00,23.685297,86.945968,NH3,5,8,7
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",27-03-2025 13:00,23.685297,86.945968,CO,26,105,75
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",27-03-2025 13:00,23.697936,86.944395,CO,16,100,67
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",27-03-2025 13:00,23.618183,87.105718,PM10,77,282,150
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",27-03-2025 13:00,23.618183,87.105718,SO2,13,95,35
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",27-03-2025 13:00,28.999264,77.7590354,OZONE,78,140,122
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",27-03-2025 13:00,28.9535882,77.7622941,SO2,2,13,6
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",27-03-2025 13:00,29.06351,77.709723,NO2,10,61,26
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",27-03-2025 13:00,28.83526,78.7446,SO2,18,21,19
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",27-03-2025 13:00,25.494,81.863,PM10,46,146,76
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",27-03-2025 13:00,25.494,81.863,OZONE,4,63,26
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",27-03-2025 13:00,25.44919916,81.82735986,PM10,39,163,108
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",27-03-2025 13:00,25.3505986,82.9083074,PM2.5,20,136,66
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",27-03-2025 13:00,28.840739,78.697531,NO2,20,86,39
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",27-03-2025 13:00,28.88528,78.7388,CO,51,92,61
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",27-03-2025 13:00,28.802625,78.753728,PM2.5,41,131,75
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",27-03-2025 13:00,23.616515,87.119133,NO2,21,110,48
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",27-03-2025 13:00,22.7605581,88.3617589,NO2,7,28,18
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",27-03-2025 13:00,22.7605581,88.3617589,OZONE,5,116,36
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB",27-03-2025 13:00,26.86812,81.005119,PM2.5,69,315,161
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",27-03-2025 13:00,26.906111,80.948222,PM2.5,60,340,206
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",27-03-2025 13:00,26.906111,80.948222,SO2,6,48,16
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",27-03-2025 13:00,29.4723508,77.7194031,PM2.5,64,304,163
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",27-03-2025 13:00,29.4723508,77.7194031,PM10,85,194,136
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",27-03-2025 13:00,28.6245479,77.3577104,PM2.5,11,308,156
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",27-03-2025 13:00,28.5898,77.3101,SO2,10,63,30
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",27-03-2025 13:00,28.56923,77.393848,SO2,28,65,41
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",27-03-2025 13:00,23.567923,87.306843,PM10,129,403,246
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",27-03-2025 13:00,22.06047,88.109737,PM2.5,28,73,40
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",27-03-2025 13:00,22.06047,88.109737,PM10,29,102,62
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",27-03-2025 13:00,22.06047,88.109737,SO2,10,94,31
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",27-03-2025 13:00,22.629801,88.352017,PM10,67,114,90
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",27-03-2025 13:00,22.629801,88.352017,NO2,33,39,36
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",27-03-2025 13:00,22.554954,88.292568,SO2,5,16,8
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",27-03-2025 13:00,22.5687319,88.2797276,NH3,2,4,3
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",27-03-2025 13:00,22.5367507,88.3638022,NO2,18,43,25
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",27-03-2025 13:00,22.5367507,88.3638022,OZONE,17,72,34
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",27-03-2025 13:00,22.58157048,88.41002457,PM2.5,35,73,48
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",27-03-2025 13:00,22.58157048,88.41002457,SO2,8,13,9
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",27-03-2025 13:00,22.49929,88.36917,NH3,5,6,6
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",27-03-2025 13:00,22.49929,88.36917,CO,11,20,17
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",27-03-2025 13:00,22.627847,88.380669,NO2,19,34,26
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",27-03-2025 13:00,22.627847,88.380669,CO,26,36,30
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",27-03-2025 13:00,22.51106,88.35142,NO2,21,65,42
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",27-03-2025 13:00,22.5448082,88.3403691,PM10,60,100,83
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",27-03-2025 13:00,22.5448082,88.3403691,OZONE,17,72,32
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",27-03-2025 13:00,26.6879226,88.4152495,NH3,12,17,15
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",27-03-2025 13:00,17.72,83.3,OZONE,8,54,15
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27-03-2025 13:00,27.103358,93.679645,PM2.5,47,305,99
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27-03-2025 13:00,27.103358,93.679645,PM10,53,187,93
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27-03-2025 13:00,27.103358,93.679645,NO2,4,5,5
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27-03-2025 13:00,27.103358,93.679645,SO2,6,7,7
India,Assam,Guwahati,"IITG, Guwahati - PCBA",27-03-2025 13:00,26.2028636,91.70046436,SO2,18,23,21
India,Assam,Guwahati,"IITG, Guwahati - PCBA",27-03-2025 13:00,26.2028636,91.70046436,OZONE,1,67,18
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",27-03-2025 13:00,26.10887,91.589544,NO2,15,22,19
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",27-03-2025 13:00,16.9872867,81.7363176,OZONE,4,9,7
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",27-03-2025 13:00,13.67,79.35,OZONE,21,62,53
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",27-03-2025 13:00,13.615387,79.40923,OZONE,35,35,35
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",27-03-2025 13:00,16.536107,80.594233,NO2,13,16,13
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",27-03-2025 13:00,16.536107,80.594233,SO2,5,11,9
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",27-03-2025 13:00,26.1875,91.744194,CO,32,100,61
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",27-03-2025 13:00,26.181742,91.78063,PM10,127,453,229
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",27-03-2025 13:00,26.181742,91.78063,NO2,3,3,3
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",27-03-2025 13:00,26.349082,92.68449,PM10,61,175,131
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",27-03-2025 13:00,26.349082,92.68449,SO2,2,27,17
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",27-03-2025 13:00,14.675886,77.593027,NO2,26,53,34
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",27-03-2025 13:00,14.675886,77.593027,NH3,6,13,8
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",27-03-2025 13:00,13.20488,79.097889,PM10,36,131,83
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",27-03-2025 13:00,14.465052,78.824187,PM10,47,77,61
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",27-03-2025 13:00,16.536107,80.594233,CO,22,34,25
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",27-03-2025 13:00,16.486692,80.699436,PM10,52,77,67
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",27-03-2025 13:00,16.509717,80.612222,CO,30,37,31
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",27-03-2025 13:00,16.554731,80.64911,CO,15,32,26
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",27-03-2025 13:00,24.75746,84.366208,PM10,76,466,195
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",27-03-2025 13:00,24.75746,84.366208,OZONE,30,109,61
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",27-03-2025 13:00,25.42742023,86.13886079,PM2.5,40,325,151
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",27-03-2025 13:00,26.146529,87.454184,OZONE,9,11,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",27-03-2025 13:00,25.5626095,84.663264,PM2.5,23,75,42
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",27-03-2025 13:00,25.5626095,84.663264,NH3,1,1,1
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",27-03-2025 13:00,11.654054,92.734055,PM2.5,3,67,34
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",27-03-2025 13:00,11.654054,92.734055,NO2,11,49,27
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",27-03-2025 13:00,11.654054,92.734055,OZONE,3,66,24
India,Andhra_Pradesh,Visakhapat45m,"GVM Corporation, Visakhapat45m - APPCB",27-03-2025 13:00,17.72,83.3,PM2.5,45,45,45
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",27-03-2025 13:00,26.446912,91.439057,PM10,141,315,197
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",27-03-2025 13:00,25.251013,86.989001,CO,14,20,17
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",27-03-2025 13:00,25.265194,87.012947,NH3,1,8,7
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",27-03-2025 13:00,25.265194,87.012947,CO,25,72,28
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",27-03-2025 13:00,25.204762,85.51496,PM2.5,30,153,72
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",27-03-2025 13:00,25.204762,85.51496,PM10,83,191,114
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",27-03-2025 13:00,25.204762,85.51496,NH3,1,2,1
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",27-03-2025 13:00,25.56752,83.966379,PM2.5,22,130,68
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",27-03-2025 13:00,25.56752,83.966379,NH3,4,4,4
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",27-03-2025 13:00,25.560083,87.553265,OZONE,20,58,29
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",27-03-2025 13:00,26.0881305,87.93840336,PM2.5,20,141,66
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",27-03-2025 13:00,26.0881305,87.93840336,PM10,70,271,132
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",27-03-2025 13:00,26.0881305,87.93840336,NO2,23,28,25
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",27-03-2025 13:00,26.63086,84.90051,PM10,65,500,185
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",27-03-2025 13:00,26.63086,84.90051,NH3,3,3,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB",27-03-2025 13:00,25.376776,86.471523,PM2.5,43,230,110
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",27-03-2025 13:00,25.0328,85.41948,NO2,8,10,9
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",27-03-2025 13:00,25.0328,85.41948,OZONE,29,38,33
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",27-03-2025 13:00,25.892357,86.590325,OZONE,11,43,22
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",27-03-2025 13:00,25.859655,85.77944,SO2,5,19,13
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",27-03-2025 13:00,25.859655,85.77944,CO,3,122,21
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",27-03-2025 13:00,25.42742023,86.13886079,CO,46,78,62
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",27-03-2025 13:00,26.80365,84.51954,NH3,4,6,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB",27-03-2025 13:00,25.619651,85.147382,SO2,3,9,6
India,Bihar,Patna,"Samanpura, Patna - BSPCB",27-03-2025 13:00,25.596727,85.085624,NO2,37,51,44
India,Bihar,Patna,"Samanpura, Patna - BSPCB",27-03-2025 13:00,25.596727,85.085624,NH3,5,7,6
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",27-03-2025 13:00,25.592539,85.227158,NH3,11,14,12
India,Bihar,Patna,"Muradpur, Patna - BSPCB",27-03-2025 13:00,25.619651,85.147382,PM2.5,168,401,280
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",27-03-2025 13:00,25.697189,85.2459,PM2.5,213,430,315
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",27-03-2025 13:00,25.560083,87.553265,PM10,25,104,62
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",27-03-2025 13:00,26.1403345,85.3650192,NO2,12,23,17
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",27-03-2025 13:00,25.7808257,84.7446768,NH3,4,13,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",27-03-2025 13:00,22.06631475,83.33820077,SO2,5,19,7
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",27-03-2025 13:00,28.647622,77.315809,NO2,3,155,97
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",27-03-2025 13:00,28.695381,77.181665,PM2.5,52,378,234
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",27-03-2025 13:00,28.695381,77.181665,CO,12,122,40
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",27-03-2025 13:00,28.695381,77.181665,OZONE,1,214,35
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",27-03-2025 13:00,28.4706914,77.1099364,NO2,16,150,80
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",27-03-2025 13:00,22.368195,82.746431,OZONE,4,8,5
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",27-03-2025 13:00,22.348441,82.549611,CO,14,103,68
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",27-03-2025 13:00,22.1910172,83.5197009,OZONE,23,27,26
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",27-03-2025 13:00,21.258815,81.578979,PM10,45,153,90
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",27-03-2025 13:00,21.258815,81.578979,NO2,40,73,58
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",27-03-2025 13:00,21.258815,81.578979,CO,20,50,42
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",27-03-2025 13:00,21.219665,81.630094,PM10,41,189,96
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",27-03-2025 13:00,21.219665,81.630094,NO2,61,168,102
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",27-03-2025 13:00,21.237755,81.705301,PM10,48,188,87
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",27-03-2025 13:00,21.237755,81.705301,NO2,17,40,24
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",27-03-2025 13:00,21.237755,81.705301,SO2,9,22,13
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",27-03-2025 13:00,21.237755,81.705301,CO,28,72,55
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",27-03-2025 13:00,21.371751,81.664929,OZONE,4,32,14
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",27-03-2025 13:00,21.194815,81.31477,PM10,53,109,88
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",27-03-2025 13:00,21.194815,81.31477,OZONE,8,39,22
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",27-03-2025 13:00,21.185571,81.343175,PM2.5,28,54,44
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",27-03-2025 13:00,21.185571,81.343175,PM10,43,83,69
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",27-03-2025 13:00,21.185571,81.343175,SO2,8,12,10
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",27-03-2025 13:00,22.08815,82.13737,PM2.5,10,111,67
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",27-03-2025 13:00,30.735567,76.775714,CO,32,64,44
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",27-03-2025 13:00,30.751462,76.762879,SO2,3,22,8
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",27-03-2025 13:00,30.719859,76.738637,PM10,52,157,99
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",27-03-2025 13:00,30.719859,76.738637,NH3,6,21,11
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",27-03-2025 13:00,24.952822,84.002396,CO,46,54,52
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",27-03-2025 13:00,30.735567,76.775714,PM2.5,38,167,82
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",27-03-2025 13:00,22.08815,82.13737,SO2,4,87,18
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",27-03-2025 13:00,22.118125,83.140608,NH3,7,7,7
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",27-03-2025 13:00,28.7256504,77.2011573,PM10,81,439,233
